1stFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,Has2ndFloor,HasMasVnr,HasOpenPorch,HasGarage,HasFinBsmt,ModsMade
625,2,1,1,2,2006,1250,3,4251,35,5,7,625,2006,164700,1,0,1,1,0,1
1085,3,1,3,1,1962,1734,3,9786,77,7,6,912,1962,159000,1,0,0,1,1,1
858,3,1,4,0,1971,858,2,8125,79,4,4,858,1971,88000,0,0,0,0,1,0
900,3,1,4,1,1970,900,2,9819,40,5,5,882,1967,122000,0,1,0,1,1,0
698,3,1,1,1,2003,1396,2,8730,60,7,6,698,1915,153575,1,0,0,1,0,1
1079,3,3,1,2,2006,1919,3,15611,120,5,8,1079,2006,233230,1,0,1,1,0,0
936,6,1,5,0,1912,1716,1,5687,55,6,5,780,1912,135900,1,0,1,0,1,1
1148,3,1,2,1,1949,1716,2,11409,60,4,5,768,1949,131000,1,0,0,1,1,1
1468,3,1,5,3,1977,2263,3,16659,108,7,7,795,1977,235000,1,1,1,1,1,1
1644,3,1,6,3,1953,1644,2,9600,80,5,6,1416,1953,167000,0,1,0,1,1,0
1003,3,3,6,1,1984,1003,2,7937,37,6,6,1003,1984,142500,0,0,0,1,1,0
910,4,1,4,1,1950,1558,2,13710,75,5,5,910,1950,152000,1,0,0,1,1,0
975,3,1,6,2,1997,1950,3,7399,66,5,7,975,1997,239000,1,1,1,1,1,1
1041,3,1,5,1,1968,1743,2,11700,90,6,6,702,1968,175000,1,1,0,1,1,0
1152,3,1,1,1,1950,1152,3,14000,80,8,6,1092,1950,158500,0,0,1,1,0,1
1336,2,2,4,1,1953,1336,2,15750,90,5,5,1165,1953,157000,0,1,0,1,1,0
1210,4,1,1,3,1998,2452,3,16226,66,5,8,1028,1998,267000,1,0,1,1,1,1
1541,3,1,1,2,2001,1541,3,13704,118,5,7,1541,2001,205000,0,1,1,1,0,1
894,3,1,5,1,1975,894,2,9800,70,7,5,894,1972,149900,0,0,0,1,1,0
1675,3,1,1,1,2003,3493,3,18386,87,9,7,1470,1880,295000,1,0,0,1,0,1
2000,3,1,6,2,2004,2000,3,10386,80,5,8,2000,2004,305900,0,1,0,1,1,1
1122,4,1,5,2,1990,2243,3,13474,116,5,7,700,1990,225000,1,1,1,1,1,1
1035,3,1,1,0,1920,1406,1,7920,75,7,6,319,1920,89500,1,0,1,0,0,1
861,1,1,4,2,1961,861,2,12342,73,5,4,861,1940,82500,0,0,0,1,1,1
1944,3,4,1,3,2003,1944,4,12378,90,5,9,1896,2003,360000,0,0,1,1,1,1
697,3,1,5,3,1993,1501,3,7685,84,5,6,697,1993,165600,1,1,1,1,1,1
972,2,1,5,1,1948,972,2,8000,50,6,6,972,1948,132000,0,0,0,1,1,1
793,3,2,3,1,1939,1118,2,7800,65,7,5,793,1939,119900,1,0,0,1,1,1
2036,3,4,5,2,1965,2036,2,215245,150,5,7,2136,1965,375000,0,0,0,1,1,0
832,3,1,2,1,1925,1641,4,9600,60,7,7,728,1925,178000,1,0,0,1,1,1
716,4,1,6,3,2004,1432,3,7795,71,5,7,716,2004,188500,1,0,1,1,1,1
1153,4,1,6,2,1983,2353,4,13005,94,7,7,845,1980,260000,0,1,1,1,1,0
1088,3,3,1,2,2006,1959,3,9000,75,5,8,1088,2006,270000,1,0,1,1,0,0
1372,3,4,6,2,1993,2646,3,9900,90,5,7,1347,1993,260000,1,1,1,1,1,0
1472,3,3,6,1,1980,1472,2,14115,56,5,7,1372,1980,187500,0,1,1,1,1,0
1249,4,3,1,2,2006,2596,3,16259,111,5,9,1249,2006,342643,1,1,1,1,0,0
1136,4,3,6,2,2004,2468,3,12099,99,5,8,1136,2004,354000,1,1,1,1,1,0
1553,4,4,2,2,1987,2730,3,10380,86,5,7,1502,1986,301000,1,1,1,1,1,1
1163,3,1,5,1,1955,1163,2,5820,49,8,3,1162,1955,126175,0,0,1,1,1,1
1898,5,1,1,3,1961,2978,3,11275,96,7,7,710,1967,242000,1,1,0,1,0,1
803,2,3,4,1,1941,803,2,5000,50,6,5,720,1941,87000,0,0,0,1,1,1
1719,1,4,6,3,1993,1719,3,10846,32,5,8,1719,1993,324000,0,0,1,1,1,0
1383,3,1,3,2,1960,1383,2,11600,80,5,6,1383,1960,145250,0,1,1,1,1,0
1445,5,1,1,1,1930,2134,3,11888,80,6,6,844,1916,214500,1,0,1,1,0,1
596,3,2,1,1,1920,1192,2,6402,60,5,5,596,1920,78000,1,0,0,1,0,1
1728,6,1,6,1,2002,1728,2,10624,60,4,5,1728,1964,119000,0,1,0,1,1,0
1056,3,1,3,2,1958,1056,2,8176,70,6,5,1056,1958,139000,0,0,0,1,1,1
1629,3,1,6,2,2003,1629,3,10655,85,5,8,3206,2003,284000,0,1,0,1,1,1
1358,2,3,6,2,2004,1358,3,8198,59,5,7,1358,2004,207000,0,1,1,1,1,0
943,3,4,6,3,1998,1638,2,9042,59,5,6,943,1998,192000,0,0,1,1,1,0
1619,3,4,1,3,1965,1786,2,164660,60,6,5,1499,1965,228950,1,0,0,1,1,0
1922,3,4,6,3,2005,1922,3,14157,86,5,9,1922,2005,377426,0,1,1,1,1,1
1536,3,3,6,2,2002,1536,3,9135,70,5,7,1536,2002,214000,0,1,1,1,1,1
1621,3,2,5,1,1984,1621,3,14145,91,7,7,1208,1984,202500,0,0,1,1,1,1
1215,3,1,3,1,1958,1215,2,12400,66,7,6,1215,1958,155000,0,1,0,1,1,1
993,4,1,1,3,2002,1908,3,14191,85,5,8,967,2002,202900,1,0,0,1,0,0
841,2,1,1,1,1950,841,2,8400,60,4,4,721,1950,82000,0,0,0,1,0,0
1040,2,0,0,1,1949,1040,2,8544,77,4,3,0,1949,87500,0,1,0,1,0,1
1684,2,1,6,2,2005,1684,4,8849,63,5,9,1684,2005,266000,0,1,1,1,1,0
536,3,1,3,1,1976,1112,2,2592,36,3,5,536,1976,85000,1,0,0,1,1,0
972,3,1,1,1,1939,1577,1,6435,65,5,6,972,1939,140200,1,0,0,1,0,1
958,2,2,4,2,1960,958,2,12772,90,8,6,958,1960,151500,0,0,0,1,1,1
1478,3,1,4,1,1960,1478,2,17600,78,5,6,1478,1960,157500,0,1,1,1,1,0
764,2,1,6,2,2003,1626,3,2448,36,5,7,764,2003,154000,1,1,1,1,1,1
1848,4,1,6,3,2006,2728,4,20431,56,5,9,1848,2005,437154,1,1,0,1,1,1
1869,2,1,1,2,2007,1869,4,7820,68,5,9,1869,2007,318061,0,1,1,1,0,0
1453,3,4,6,2,1986,1453,3,5271,58,5,7,1453,1986,190000,0,0,1,1,1,0
616,3,2,2,1,1941,1111,2,9084,60,6,5,616,1941,95000,1,0,0,1,1,1
720,2,1,1,1,2005,720,2,8520,60,8,6,624,1928,105900,0,0,0,1,0,1
1192,2,1,2,1,1940,1595,2,8400,60,5,6,940,1940,140000,1,0,0,1,1,1
1200,3,1,5,2,1995,1200,3,11249,105,5,6,1200,1995,177500,0,0,1,1,1,0
1167,3,1,6,2,1992,1167,3,9248,60,6,6,1158,1992,173000,0,1,1,1,1,0
1142,3,1,5,3,1976,1142,2,4224,44,5,5,1142,1976,134000,0,0,1,1,1,0
1352,3,3,4,1,1958,1352,3,6930,92,4,5,1062,1958,130000,0,1,0,1,1,0
1086,3,3,6,2,1998,1924,3,12011,78,5,8,1086,1998,280000,1,1,1,1,1,0
912,2,3,6,2,1978,912,2,7540,94,6,6,888,1978,156000,0,0,0,1,1,0
988,3,1,3,2,1940,1505,2,9144,78,5,5,883,1940,145000,1,0,0,1,1,1
495,4,0,1,2,2003,1922,3,7301,64,5,7,0,2003,198500,1,1,0,1,1,0
483,2,1,5,1,1972,987,3,1680,21,8,6,483,1972,118000,1,1,0,1,1,1
790,3,2,6,3,1976,1574,2,18800,60,5,6,796,1976,190000,1,1,1,1,1,0
672,3,1,3,1,1964,1344,2,10690,59,7,5,672,1920,147000,1,0,1,1,1,1
1394,3,1,4,2,1963,1394,2,9500,75,5,6,1394,1963,159000,0,1,1,1,1,0
1431,3,4,6,2,1962,1431,2,9150,101,5,6,1099,1962,165000,0,1,1,1,1,0
1268,2,1,2,3,1954,1268,2,7800,78,6,5,1268,1954,132000,0,1,1,1,1,0
1287,3,1,5,3,1997,1287,3,9830,76,7,5,1063,1959,162000,0,0,1,1,1,1
953,3,1,1,2,2000,1664,2,8121,80,5,6,953,2000,172400,1,0,1,1,0,0
1120,4,0,0,3,1991,1588,2,17120,80,4,4,0,1959,134432,1,0,1,1,1,0
752,2,1,5,1,1984,752,2,7175,50,5,6,744,1984,125000,0,0,0,1,1,0
1319,3,1,4,1,1953,1319,2,10634,79,6,5,608,1953,123000,0,0,0,1,1,0
847,4,1,1,3,2003,1928,3,8200,65,5,7,847,2003,219500,1,0,1,1,0,1
904,1,4,4,0,1922,904,1,10020,24,1,1,683,1922,61000,0,0,0,0,1,1
914,2,3,6,1,1998,914,2,8846,57,5,5,870,1996,148000,0,0,0,1,1,0
1580,4,1,1,2,2004,2466,3,11143,102,5,8,1580,2004,340000,1,0,1,1,0,1
1856,1,3,6,3,2010,1856,4,11394,88,2,9,1856,2010,394432,0,1,0,1,1,0
1007,3,1,1,3,2000,1800,2,8123,60,5,6,982,2000,179000,1,1,1,1,0,0
1026,3,1,2,1,1924,1691,3,5000,50,6,5,1026,1924,127000,1,0,0,1,1,1
1301,2,1,1,2,2006,1301,3,7200,60,5,7,1293,2006,187750,0,0,1,1,0,0
939,3,3,1,2,2006,1797,3,9245,79,5,7,939,2006,213500,1,0,1,1,0,0
784,2,1,1,1,1950,784,2,9000,60,3,6,784,1928,76000,0,0,0,1,0,1
1079,3,3,6,3,1992,1953,3,53107,73,5,6,1580,1992,240000,1,0,1,1,1,0
1269,2,1,6,3,2004,1269,3,3182,43,5,8,1256,2004,192000,0,1,1,1,1,1
658,5,1,1,0,1910,1184,2,8410,58,3,5,658,1910,81000,1,0,1,0,0,1
1125,2,3,5,1,1977,1125,2,7200,72,6,6,1041,1976,125000,0,1,0,1,1,0
1479,3,1,1,2,1999,1479,3,9382,93,5,7,1468,1999,191000,0,1,1,1,0,1
1742,3,3,6,3,2008,2332,4,12474,96,5,10,1682,2007,426000,1,1,1,1,1,1
961,4,1,3,1,1978,1367,2,8405,50,8,5,861,1900,119000,1,0,1,1,1,1
804,3,1,5,3,2001,1961,3,12209,71,5,6,804,2001,215000,1,0,1,1,1,1
882,3,0,0,2,1959,882,2,8339,60,7,5,0,1959,106500,0,0,0,1,1,0
788,2,1,3,0,1941,788,2,7446,60,5,4,788,1941,100000,0,0,0,0,1,1
735,2,1,6,1,1940,1034,2,10134,60,6,5,735,1940,109000,1,0,1,1,0,1
1144,3,3,4,1,1956,1144,2,9571,68,6,5,1144,1956,129000,0,0,0,1,1,0
894,2,3,3,2,1985,894,2,7200,60,5,5,894,1972,123000,0,0,0,1,1,0
876,4,1,5,2,1962,1812,2,7590,69,5,5,864,1962,169500,1,1,1,1,1,0
1077,2,1,1,1,1920,1077,2,8967,60,2,5,961,1920,67000,0,0,0,1,0,1
1112,2,1,6,3,2007,1550,3,8125,65,5,7,1092,2006,241000,1,1,1,1,1,1
1288,1,1,6,3,1996,1288,4,14963,38,5,8,1260,1996,245500,0,0,1,1,1,0
1310,3,3,6,3,2005,1310,3,8767,65,5,7,1310,2005,164990,0,0,0,1,1,0
672,2,1,1,1,1940,672,2,10200,60,8,5,672,1940,108000,0,0,0,1,0,1
1165,4,1,1,3,1998,2263,3,12090,93,5,8,1141,1998,258000,0,1,1,1,0,0
806,3,1,1,3,1995,1572,2,10364,64,5,6,806,1995,168000,1,0,1,1,0,1
1620,3,1,4,1,1993,1620,2,9991,60,4,4,1281,1976,150000,0,0,1,1,1,1
1166,3,1,1,1,1936,1639,2,10480,51,5,6,1064,1936,115000,0,0,0,1,0,1
840,3,1,1,1,1960,1680,2,15576,63,7,6,840,1915,177000,1,0,0,1,0,1
1071,2,1,1,2,2006,2172,3,14154,109,5,7,1063,2006,280000,1,1,1,1,0,0
1050,3,1,6,3,2008,2078,4,10800,85,5,8,1034,2007,339750,1,1,1,1,1,1
1276,2,1,1,1,1958,1276,2,9571,68,3,5,1276,1958,60000,0,0,0,1,0,0
1056,3,2,3,3,1955,1056,2,34650,100,5,5,1056,1955,145000,0,0,0,1,1,0
1478,2,3,6,3,2009,1478,3,4403,72,5,7,1470,2009,222000,0,1,1,1,1,0
1028,2,1,1,1,1927,1028,2,8960,56,6,5,1008,1927,115000,0,0,0,1,0,1
1080,3,1,4,2,1993,2097,3,11228,59,5,7,1080,1993,228000,1,0,1,1,1,0
1340,3,3,6,3,2007,1340,3,8899,73,5,7,1340,2007,181134,0,0,1,1,1,0
672,2,1,5,3,1978,1400,2,7844,74,7,6,672,1978,149500,1,1,0,1,1,0
1370,4,1,4,1,1918,2624,2,22420,86,6,6,1370,1918,239000,1,0,0,1,1,1
756,3,1,5,1,1940,1134,2,8160,60,6,5,756,1940,126000,1,0,0,1,1,1
1056,3,1,4,1,1968,1056,2,8450,65,6,5,1056,1968,142000,0,0,1,1,1,0
1344,3,4,6,3,1997,1344,2,7060,78,5,7,1344,1997,206300,0,1,0,1,1,1
1602,3,1,5,3,1977,1602,3,16635,63,7,6,1602,1977,215000,0,1,0,1,1,1
988,2,1,1,2,1954,988,2,21750,100,5,5,988,1954,113000,0,0,0,1,0,0
1470,4,1,6,2,1998,2630,3,9200,80,5,8,1470,1998,315000,0,1,1,1,1,0
1196,2,1,2,2,1956,1196,2,9000,72,5,6,1196,1956,139000,0,1,1,1,1,0
707,3,1,1,1,1947,1389,2,3378,60,8,7,651,1946,135000,1,0,0,1,0,1
1644,2,4,6,3,1989,1644,3,12800,59,5,7,1518,1989,275000,0,1,0,1,1,0
907,3,1,3,1,1964,907,2,8593,77,6,4,907,1957,109008,0,0,0,1,1,0
1208,2,1,6,2,2007,1208,3,6762,64,5,7,1208,2007,195400,0,1,1,1,1,0
1412,3,2,6,1,1988,1412,3,11457,130,5,6,1392,1988,175000,0,0,0,1,1,0
483,2,1,5,1,1971,987,2,1680,21,5,6,483,1971,85400,1,1,0,1,1,0
1088,4,1,3,1,1920,1198,2,5586,60,7,6,901,1920,79900,1,0,1,0,0,1
765,2,1,5,1,1971,1365,2,1920,24,5,5,765,1971,122500,1,1,1,1,1,0
926,3,1,1,3,1997,1604,2,10839,100,5,6,926,1997,181000,1,0,1,1,0,1
630,1,3,5,0,1972,630,2,1890,21,7,4,630,1972,81000,0,0,0,0,1,0
827,3,3,6,2,1996,1661,3,10667,43,6,7,799,1996,212000,1,0,1,1,1,0
734,2,1,1,1,1990,1118,2,4400,40,8,6,648,1920,116000,0,0,0,1,0,1
904,2,1,1,1,1926,904,2,6000,50,7,6,884,1926,119000,0,0,0,1,0,1
694,3,1,2,1,1990,694,3,4280,40,6,5,440,1913,90350,0,0,0,1,1,1
684,3,2,1,1,2005,1196,3,12354,67,8,6,684,1920,110000,1,0,1,1,0,1
2402,2,4,6,3,2008,2402,4,15431,105,5,10,3094,2008,555000,0,1,1,1,1,0
1440,4,1,5,0,1955,1440,1,12108,92,4,4,1440,1955,118000,0,1,0,0,1,0
1128,3,1,1,1,1930,1573,2,6240,52,7,5,1078,1930,162900,1,0,0,1,0,1
1258,2,3,1,3,2007,1258,3,3922,53,5,7,1258,2006,172500,0,1,1,1,0,1
933,4,1,6,1,1994,1908,3,8750,70,5,7,915,1994,210000,1,0,1,1,1,1
1689,3,1,1,1,1956,1689,2,9855,73,5,6,1436,1956,127500,0,0,0,1,0,0
1888,2,1,1,3,1966,1888,3,16492,137,6,6,1517,1966,190000,0,0,0,1,1,1
956,3,1,1,3,1998,1886,3,11214,35,5,7,930,1998,199900,1,0,0,1,0,1
780,3,1,1,1,1937,1376,2,8600,50,6,6,780,1937,119500,1,0,0,1,0,1
679,2,1,5,1,1981,1183,2,6000,50,7,3,649,1948,120000,1,0,1,1,1,1
813,2,1,1,1,1932,813,3,5684,70,8,6,813,1930,110000,0,0,1,1,0,1
1533,2,4,5,1,1975,1533,3,70761,62,5,7,1533,1975,280000,0,0,1,1,1,0
888,3,1,5,3,1996,1756,2,9303,64,5,6,872,1996,204000,1,1,1,1,1,1
786,3,1,1,2,2008,1590,3,9000,75,5,8,768,2008,210000,0,0,1,1,0,0
1728,4,1,5,1,1976,1728,2,9297,63,5,5,1728,1976,188000,0,0,0,1,1,0
1242,3,1,5,1,1973,1242,2,9600,80,6,7,1242,1973,175500,0,1,0,1,1,0
624,4,1,1,1,1916,1344,2,4571,34,5,5,624,1916,98000,1,0,0,1,0,1
1663,2,4,4,1,1954,1663,3,53227,43,6,4,1364,1954,256000,0,0,1,1,1,1
833,3,1,1,1,1925,1666,3,5100,92,7,8,588,1925,161000,1,0,1,1,0,1
979,3,1,2,1,1950,1203,3,7015,114,4,5,709,1950,110000,1,1,0,1,1,0
832,3,1,6,3,2009,1935,2,8004,75,5,8,832,2009,263435,1,1,1,1,1,0
575,3,1,5,2,1971,1135,3,7200,60,9,7,560,1936,155000,1,0,0,1,1,1
864,3,1,3,1,1965,864,2,8281,60,5,5,864,1965,62383,0,0,0,1,1,0
849,3,1,2,1,1939,1660,2,11988,74,7,6,715,1934,188700,1,0,0,1,1,1
1040,3,1,3,0,1978,1040,2,8430,60,5,5,1040,1978,124000,0,1,0,0,1,0
1414,2,1,1,3,2004,1414,3,3072,120,5,7,1375,2004,178740,0,1,1,1,0,0
1277,2,4,6,1,1970,1277,2,10628,85,5,7,1277,1970,167000,0,0,0,1,1,0
888,3,1,2,1,1942,1644,3,9480,79,7,5,728,1942,146500,0,1,0,1,1,1
1634,3,1,1,2,2006,1634,3,11428,98,5,8,1626,2006,250000,0,1,1,1,0,0
832,3,1,6,2,1993,1710,3,9291,76,5,6,832,1993,187000,1,1,1,1,1,0
1502,1,3,6,2,1985,1502,3,6820,88,5,8,1488,1985,212000,0,0,1,1,1,0
1161,3,1,1,2,1977,1969,2,11952,92,6,7,808,1977,190000,1,0,0,1,0,0
1072,2,4,2,2,2005,1072,2,3675,35,5,6,547,2005,148000,0,1,1,1,1,0
1976,2,4,4,2,2006,1976,3,14977,110,5,8,1976,2006,440000,0,1,1,1,1,1
1652,2,3,6,2,2000,1652,4,5330,41,5,8,1494,2000,251000,0,0,1,1,1,0
970,2,1,6,1,1996,970,2,8480,80,6,5,970,1963,132500,0,0,1,1,1,0
1493,3,4,6,3,1997,1493,3,13125,75,5,6,1478,1997,208900,0,1,1,1,1,1
2069,3,3,1,3,2006,2643,4,13693,105,5,9,2153,2006,380000,1,1,1,1,0,0
1718,3,4,6,2,2007,1718,3,10637,79,5,8,1705,2007,297000,0,1,1,1,1,1
1131,2,1,3,1,1995,1131,2,5925,50,7,4,907,1937,89471,0,1,1,1,1,1
1850,3,4,6,3,2004,1850,3,16033,98,5,9,1833,2004,326000,0,1,1,1,1,1
1792,2,4,6,3,2003,1792,4,11846,72,5,9,1792,2003,374000,0,1,1,1,1,1
916,4,1,5,1,1915,1826,4,2500,50,8,7,910,1915,155000,0,0,0,1,1,1
1216,2,1,6,1,1998,1216,2,4500,32,5,6,1216,1998,164000,0,1,1,1,1,0
999,3,1,5,1,1963,999,3,7758,50,7,5,999,1962,132500,0,0,1,1,1,1
1113,3,1,5,1,1950,1113,3,9600,80,7,5,1113,1950,147000,0,0,1,1,1,1
1073,3,1,5,2,1965,1073,2,10289,79,7,5,1073,1965,156000,0,1,0,1,1,0
1484,3,3,5,1,1971,1484,2,12243,70,6,5,1484,1971,175000,0,0,0,1,1,0
1766,3,1,4,1,1970,2414,2,10800,60,4,5,954,1900,160000,1,0,0,1,1,1
630,3,3,6,1,1970,630,3,1526,21,8,4,630,1970,86000,0,0,0,1,1,1
616,3,2,1,3,1976,1304,2,2665,80,6,5,264,1976,115000,1,0,1,1,0,0
958,3,1,4,1,1941,1578,1,9490,79,7,6,806,1941,133000,1,0,0,1,1,1
728,3,1,1,2,2006,1456,2,15578,105,5,6,728,2006,172785,1,0,0,1,0,0
1269,3,1,4,1,1964,1269,2,7931,70,6,5,1269,1960,155000,0,0,0,1,1,0
886,2,1,1,1,1938,886,2,5784,50,8,5,190,1938,91300,0,0,1,1,0,1
720,2,1,3,0,1920,720,2,7879,60,5,4,720,1920,34900,0,0,1,0,1,1
3228,3,1,6,2,1992,3228,3,12692,60,5,8,3200,1992,430000,0,0,1,1,1,1
1133,4,1,3,1,1925,1820,2,9120,60,6,7,1026,1925,184000,1,0,1,1,1,1
899,3,1,5,3,1967,899,3,7800,65,7,5,864,1967,130000,0,1,0,1,1,1
912,2,1,4,3,1958,912,2,7535,70,7,5,912,1958,120000,0,0,1,1,1,1
672,3,1,4,1,1973,1218,2,1890,21,5,6,672,1973,113000,1,1,1,1,1,0
866,3,1,6,2,2005,1768,3,9803,75,5,7,866,2005,226700,1,0,1,1,1,0
1214,2,1,5,1,1965,1214,2,9170,70,7,5,1214,1965,140000,0,0,0,1,1,0
1801,1,1,5,3,1959,1801,2,15602,100,8,7,1501,1959,289000,0,0,1,1,1,1
855,3,1,5,1,1974,1322,2,2308,24,5,6,855,1974,147000,0,0,0,1,1,0
960,4,1,1,1,1952,1960,2,7596,60,5,5,960,1952,124500,1,1,0,1,0,0
1065,3,1,5,2,1993,1911,3,9554,80,5,8,777,1993,215000,1,1,1,1,1,1
1218,2,1,6,3,2009,1218,3,7862,75,5,6,1218,2009,208300,0,0,1,1,1,0
689,3,1,3,1,1928,1378,3,9600,60,9,7,689,1928,161000,1,0,0,1,1,1
1041,3,1,5,2,1959,1041,2,9600,80,6,5,1041,1959,124500,0,1,1,1,1,0
1363,2,1,4,1,1951,1363,2,14559,75,7,5,1008,1951,164900,0,1,1,1,1,1
1368,2,1,1,2,2005,1368,3,6792,40,5,7,1368,2005,202665,0,1,1,1,0,1
864,3,1,4,2,1964,864,2,9100,70,5,5,864,1958,129900,0,0,0,1,1,0
1080,3,1,5,1,1983,1080,2,9187,71,5,6,1084,1983,134000,0,0,0,1,1,0
789,2,1,1,1,1926,789,2,10594,55,5,5,768,1926,96500,0,0,0,1,0,1
2020,3,1,6,3,2009,2020,4,12220,94,5,10,2006,2009,402861,0,1,1,1,1,0
1378,3,1,1,1,1972,2119,2,10448,78,6,6,689,1972,158000,1,1,1,1,0,0
1277,3,1,1,2,1996,2344,3,10208,79,5,7,1264,1996,265000,1,1,0,1,0,1
882,3,2,6,2,1998,1796,2,9531,77,5,6,794,1998,211000,1,0,1,1,1,0
1276,3,1,1,1,1926,2080,3,10918,53,9,7,1276,1926,234000,1,0,0,1,0,1
694,3,0,0,0,1900,1294,2,10800,60,7,4,0,1900,106250,1,0,1,0,1,1
1244,3,1,3,1,1957,1244,2,11988,90,6,6,1244,1957,150000,0,0,1,1,1,0
1004,3,1,5,1,1950,1664,2,5000,50,7,6,1004,1947,159000,0,0,1,1,1,1
3138,3,4,6,3,2007,4676,4,40094,130,5,10,3138,2007,184750,1,1,1,1,1,1
1383,3,1,6,3,1996,2398,3,11787,95,5,7,1379,1996,315750,1,1,1,1,1,1
1266,3,1,1,1,2005,1266,3,7500,62,5,7,1257,2005,176000,0,0,1,1,0,0
928,2,1,3,1,1956,928,2,13300,70,7,5,928,1956,132000,0,0,0,1,1,1
1476,3,3,6,3,2008,2713,4,14948,67,5,9,1452,2008,446261,1,1,1,1,1,0
605,2,2,4,1,1920,605,2,9098,58,7,4,528,1920,86000,0,0,0,0,1,1
2515,4,1,3,1,1975,2515,2,32668,80,3,6,2035,1957,200624,0,0,0,1,1,1
1509,3,3,6,2,1988,1509,3,10200,85,5,6,1461,1988,175000,0,1,0,1,1,1
751,3,2,1,3,1920,1362,2,6155,60,8,6,611,1920,128000,1,0,0,1,0,1
827,2,0,0,1,1967,827,2,7200,60,7,5,0,1955,107500,0,0,0,1,1,1
334,1,0,0,0,1946,334,1,5000,50,3,1,0,1946,39300,0,0,0,0,1,1
707,3,3,1,3,2004,1414,3,9056,74,5,8,707,2004,178000,1,0,1,1,0,0
820,3,4,6,0,1910,1347,2,7000,70,7,5,1117,1910,107500,1,0,0,0,1,1
880,3,3,1,3,1998,1724,3,8924,57,5,7,880,1998,188000,1,0,1,1,0,1
864,3,1,4,1,1980,864,2,12735,70,5,4,864,1972,111250,0,0,0,1,1,0
1159,3,1,4,1,1968,1159,2,11553,24,5,5,1051,1968,158000,0,1,0,1,1,0
1601,3,3,6,2,2001,1601,3,11423,73,5,8,1581,2001,272000,0,1,0,1,1,1
1838,2,3,6,2,2006,1838,4,14601,85,5,9,1838,2006,315000,0,1,1,1,1,0
997,4,1,1,3,2000,2285,3,11000,90,5,8,969,2000,248000,1,1,1,1,0,0
1680,3,1,2,3,1998,1680,3,10140,78,5,7,1650,1998,213250,0,0,1,1,1,1
767,1,3,6,3,1998,767,2,4058,34,5,7,723,1998,133000,0,1,1,1,1,0
664,3,3,6,2,2006,1496,3,17104,58,5,7,654,2006,179665,0,0,1,1,1,0
1377,4,1,6,1,1988,2183,3,13837,84,5,7,1204,1988,229000,1,1,0,1,1,0
915,3,1,3,1,1950,1635,2,8737,70,7,6,1065,1923,210000,1,0,1,1,1,1
768,2,3,5,1,1987,768,2,7244,54,7,5,768,1970,129500,0,0,0,1,1,0
825,2,1,2,2,1963,825,2,8235,49,7,5,825,1955,125000,0,0,1,1,1,1
912,4,1,1,3,2003,2094,3,9375,75,5,7,912,2003,263000,1,0,1,1,0,1
1069,2,1,5,2,1977,1069,2,4043,53,6,6,1069,1977,140000,0,0,1,1,1,0
928,3,1,3,3,1957,928,2,6000,50,6,5,928,1957,112500,0,0,0,1,1,0
1717,3,3,1,2,2006,1717,3,11146,87,5,8,1709,2006,255500,0,1,1,1,0,0
1126,2,0,0,3,2002,1126,3,8777,67,5,4,0,1949,108000,0,0,1,1,1,1
1006,3,1,6,2,2003,2046,3,10625,85,5,7,998,2003,284000,1,1,1,1,1,1
1048,2,1,1,1,1922,1048,2,6380,58,6,5,993,1922,113000,0,0,0,1,0,1
1092,2,1,3,3,1957,1092,2,14850,69,5,5,1092,1957,141000,0,0,0,1,1,0
897,3,1,3,1,1994,1336,2,11040,60,6,4,637,1920,108000,1,0,1,1,1,1
729,3,4,6,1,1996,1446,2,21872,57,5,7,729,1996,175000,1,0,1,1,1,1
1557,2,4,1,3,2003,1557,3,3196,70,5,7,1374,2003,234000,0,1,1,1,0,1
1392,3,1,6,1,1957,1392,2,11341,36,6,5,1392,1957,121500,0,1,0,1,1,1
1389,2,3,5,2,1975,1389,2,10010,77,5,5,1389,1974,170000,0,0,1,1,1,1
996,3,1,4,0,1940,996,2,13907,63,6,5,996,1940,108000,0,0,0,0,1,1
1163,4,2,1,3,1955,1674,2,21780,66,7,6,1163,1918,185000,1,0,1,1,0,1
1166,4,1,6,2,1992,2295,3,13346,40,5,7,1095,1992,268000,1,0,1,1,1,1
841,4,1,1,1,1920,1647,1,6858,66,4,6,806,1915,128000,1,0,1,1,0,1
1134,4,1,1,3,2005,2504,4,11198,77,5,9,1122,2005,325000,1,1,1,1,0,1
1535,3,1,6,2,2004,1535,3,10171,70,5,7,1517,2004,214000,0,1,0,1,1,0
1496,1,4,6,3,1983,2132,3,12327,79,8,8,1496,1983,316600,1,0,1,1,1,1
943,2,4,6,1,1979,943,2,7032,97,5,5,943,1979,135960,0,0,0,1,1,0
1728,6,1,2,1,1987,1728,2,13101,74,5,5,1728,1965,142600,0,1,0,1,1,0
864,2,1,1,1,1959,864,3,7332,60,6,6,864,1959,120000,0,1,0,1,1,0
846,3,3,1,2,2009,1692,3,13159,83,5,7,846,2009,224500,1,0,1,1,0,0
